File	human_alcor2_filtered_0.1_sorted.bed	human_alcor2_filtered_0.2_sorted.bed	human_alcor2_filtered_0.3_sorted.bed	human_alcor2_filtered_0.4_sorted.bed	human_alcor2_filtered_0.5_sorted.bed	human_alcor2_filtered_0.6_sorted.bed	human_alcor2_filtered_0.7_sorted.bed	human_alcor2_filtered_0.8_sorted.bed	human_alcor2_filtered_0.9_sorted.bed	human_alcor2_processed_sorted.bed	human_alcor_filtered_0.1_sorted.bed	human_alcor_filtered_0.2_sorted.bed	human_alcor_filtered_0.3_sorted.bed	human_alcor_filtered_0.4_sorted.bed	human_alcor_filtered_0.5_sorted.bed	human_alcor_filtered_0.6_sorted.bed	human_alcor_filtered_0.7_sorted.bed	human_alcor_filtered_0.8_sorted.bed	human_alcor_filtered_0.9_sorted.bed	human_alcor_processed_sorted.bed	human_dotplot_filtered_0.1_sorted.bed	human_dotplot_filtered_0.2_sorted.bed	human_dotplot_filtered_0.3_sorted.bed	human_dotplot_filtered_0.4_sorted.bed	human_dotplot_filtered_0.5_sorted.bed	human_dotplot_filtered_0.6_sorted.bed	human_dotplot_filtered_0.7_sorted.bed	human_dotplot_filtered_0.8_sorted.bed	human_dotplot_filtered_0.9_sorted.bed	human_dotplot_processed_sorted.bed	human_flps2_filtered_0.1_sorted.bed	human_flps2_filtered_0.2_sorted.bed	human_flps2_filtered_0.3_sorted.bed	human_flps2_filtered_0.4_sorted.bed	human_flps2_filtered_0.5_sorted.bed	human_flps2_filtered_0.6_sorted.bed	human_flps2_filtered_0.7_sorted.bed	human_flps2_filtered_0.8_sorted.bed	human_flps2_filtered_0.9_sorted.bed	human_flps2_processed_sorted.bed	human_flps2_strict_filtered_0.1_sorted.bed	human_flps2_strict_filtered_0.2_sorted.bed	human_flps2_strict_filtered_0.3_sorted.bed	human_flps2_strict_filtered_0.4_sorted.bed	human_flps2_strict_filtered_0.5_sorted.bed	human_flps2_strict_filtered_0.6_sorted.bed	human_flps2_strict_filtered_0.7_sorted.bed	human_flps2_strict_filtered_0.8_sorted.bed	human_flps2_strict_filtered_0.9_sorted.bed	human_flps2_strict_processed_sorted.bed	human_flps_filtered_0.1_sorted.bed	human_flps_filtered_0.2_sorted.bed	human_flps_filtered_0.3_sorted.bed	human_flps_filtered_0.4_sorted.bed	human_flps_filtered_0.5_sorted.bed	human_flps_filtered_0.6_sorted.bed	human_flps_filtered_0.7_sorted.bed	human_flps_filtered_0.8_sorted.bed	human_flps_filtered_0.9_sorted.bed	human_flps_processed_sorted.bed	human_flps_strict_filtered_0.1_sorted.bed	human_flps_strict_filtered_0.2_sorted.bed	human_flps_strict_filtered_0.3_sorted.bed	human_flps_strict_filtered_0.4_sorted.bed	human_flps_strict_filtered_0.5_sorted.bed	human_flps_strict_filtered_0.6_sorted.bed	human_flps_strict_filtered_0.7_sorted.bed	human_flps_strict_filtered_0.8_sorted.bed	human_flps_strict_filtered_0.9_sorted.bed	human_flps_strict_processed_sorted.bed	human_lcrfinder_filtered_0.1_sorted.bed	human_lcrfinder_filtered_0.2_sorted.bed	human_lcrfinder_filtered_0.3_sorted.bed	human_lcrfinder_filtered_0.4_sorted.bed	human_lcrfinder_filtered_0.5_sorted.bed	human_lcrfinder_filtered_0.6_sorted.bed	human_lcrfinder_filtered_0.7_sorted.bed	human_lcrfinder_filtered_0.8_sorted.bed	human_lcrfinder_filtered_0.9_sorted.bed	human_lcrfinder_processed_sorted.bed	human_seg_filtered_0.1_sorted.bed	human_seg_filtered_0.2_sorted.bed	human_seg_filtered_0.3_sorted.bed	human_seg_filtered_0.4_sorted.bed	human_seg_filtered_0.5_sorted.bed	human_seg_filtered_0.6_sorted.bed	human_seg_filtered_0.7_sorted.bed	human_seg_filtered_0.8_sorted.bed	human_seg_filtered_0.9_sorted.bed	human_seg_intermediate_filtered_0.1_sorted.bed	human_seg_intermediate_filtered_0.2_sorted.bed	human_seg_intermediate_filtered_0.3_sorted.bed	human_seg_intermediate_filtered_0.4_sorted.bed	human_seg_intermediate_filtered_0.5_sorted.bed	human_seg_intermediate_filtered_0.6_sorted.bed	human_seg_intermediate_filtered_0.7_sorted.bed	human_seg_intermediate_filtered_0.8_sorted.bed	human_seg_intermediate_filtered_0.9_sorted.bed	human_seg_intermediate_processed_sorted.bed	human_seg_processed_sorted.bed	human_seg_strict_filtered_0.1_sorted.bed	human_seg_strict_filtered_0.2_sorted.bed	human_seg_strict_filtered_0.3_sorted.bed	human_seg_strict_filtered_0.4_sorted.bed	human_seg_strict_filtered_0.5_sorted.bed	human_seg_strict_filtered_0.6_sorted.bed	human_seg_strict_filtered_0.7_sorted.bed	human_seg_strict_filtered_0.8_sorted.bed	human_seg_strict_filtered_0.9_sorted.bed	human_seg_strict_processed_sorted.bed	human_treks_filtered_0.1_sorted.bed	human_treks_filtered_0.2_sorted.bed	human_treks_filtered_0.3_sorted.bed	human_treks_filtered_0.4_sorted.bed	human_treks_filtered_0.5_sorted.bed	human_treks_filtered_0.6_sorted.bed	human_treks_filtered_0.7_sorted.bed	human_treks_filtered_0.8_sorted.bed	human_treks_filtered_0.9_sorted.bed	human_treks_processed_sorted.bed	human_xstream_filtered_0.1_sorted.bed	human_xstream_filtered_0.2_sorted.bed	human_xstream_filtered_0.3_sorted.bed	human_xstream_filtered_0.4_sorted.bed	human_xstream_filtered_0.5_sorted.bed	human_xstream_filtered_0.6_sorted.bed	human_xstream_filtered_0.7_sorted.bed	human_xstream_filtered_0.8_sorted.bed	human_xstream_filtered_0.9_sorted.bed	human_xstream_processed_sorted.bed
human_flps2_strict_filtered_0.1_sorted.bed	0.0775418	0.0240911	0.00906291	0.00416037	0.00264083	0.00222843	0.00145933	0.000745803	0.000102528	0.0789832	0.0907029	0.0294718	0.0107751	0.00507881	0.00311651	0.0025292	0.00147521	0.000699335	0.0000921095	0.0925215	0.0700455	0.0700046	0.0685448	0.0495509	0.0154731	0.00301495	0.000433755	0.0000570517	0.000013064	0.0700455	0.61911	0.238204	0.0850126	0.0269829	0.010562	0.00489983	0.00234285	0.00109539	0.000510158	0.581133	1	0.23209	0.12537	0.0436113	0.0204983	0.0122793	0.0072234	0.00401875	0.00231713	0.863724	0.622771	0.24575	0.0884038	0.0290528	0.00919869	0.00397699	0.00190874	0.000761676	0.000332718	0.586384	0.870408	0.214383	0.121593	0.0425026	0.0196944	0.0118687	0.00676274	0.00375133	0.00202408	0.778277	0.0425194	0.0424995	0.0417006	0.0367585	0.0283138	0.021755	0.0133721	0.00749289	0.00542946	0.0425194	0.137853	0.137313	0.110753	0.0491031	0.0157629	0.00701063	0.00323385	0.00167051	0.000872804	0.0365384	0.0365159	0.0341985	0.0217696	0.0093312	0.00426795	0.00179469	0.000950857	0.000498912	0.0365384	0.137853	0.00949378	0.00949378	0.00949378	0.00934533	0.00771966	0.00537142	0.00238272	0.00107174	0.000544222	0.00949378	0.0604789	0.0409573	0.0286826	0.0147561	0.0070262	0.00395751	0.00206311	0.00154519	0.00143853	0.0606814	0.0184294	0.00492371	0.00196324	0.000301134	0.000108316	0.000108316	0	0	0	0.0185069
human_flps2_strict_filtered_0.2_sorted.bed	0.05922	0.055902	0.0337902	0.0171328	0.0108803	0.00913924	0.00589821	0.00305043	0.000431779	0.0588593	0.0638176	0.0676425	0.0400703	0.0209218	0.0128095	0.0103787	0.00596297	0.00286525	0.000379763	0.0628794	0.223891	0.22386	0.219968	0.166403	0.0567434	0.0114607	0.00163692	0.000222299	0.0000562885	0.223891	0.143688	0.357723	0.256482	0.100872	0.0433455	0.0205116	0.00994021	0.00469454	0.0021931	0.134806	0.23209	1	0.540178	0.187907	0.0883203	0.0529077	0.0311233	0.0173155	0.00998374	0.200462	0.144643	0.360721	0.258066	0.103361	0.0377205	0.0164136	0.00794058	0.00323099	0.00142072	0.136127	0.234276	0.844955	0.502468	0.178793	0.0837712	0.0505504	0.0288894	0.0161427	0.00870442	0.208198	0.136318	0.136284	0.134411	0.121271	0.09547	0.074001	0.0499828	0.0293841	0.0206668	0.136318	0.351767	0.351251	0.313845	0.167513	0.0609207	0.0282503	0.0133556	0.00706601	0.00373553	0.144601	0.144514	0.13638	0.0875901	0.0381161	0.0176703	0.00750314	0.00403749	0.00214178	0.144601	0.351767	0.0396193	0.0396193	0.0396193	0.0390077	0.0321939	0.0224954	0.0100022	0.00455042	0.00233557	0.0396193	0.135321	0.146067	0.114818	0.0618475	0.0298738	0.0169183	0.00886185	0.00665341	0.00619816	0.134821	0.023699	0.0204905	0.00845896	0.00129749	0.000466696	0.000466696	0	0	0	0.0236611
human_flps2_strict_filtered_0.3_sorted.bed	0.0457388	0.0609866	0.0556261	0.0311629	0.0199981	0.0167942	0.0108093	0.00560776	0.000794039	0.0448693	0.0477631	0.0714211	0.0682876	0.0381246	0.023466	0.0190724	0.0109424	0.00526507	0.000699064	0.0465013	0.320252	0.320231	0.3159	0.258831	0.0994241	0.0208166	0.00298469	0.000390409	0.000104204	0.320252	0.0776363	0.237461	0.372531	0.176748	0.079367	0.0378526	0.0183636	0.0086904	0.00405994	0.0727953	0.12537	0.540178	1	0.347861	0.163502	0.0979449	0.0576168	0.0320552	0.0184823	0.108285	0.0781879	0.237553	0.369804	0.178116	0.0691777	0.0302413	0.0146269	0.00597829	0.00262741	0.0735135	0.128835	0.514188	0.85877	0.325244	0.15389	0.0930514	0.0531715	0.0298082	0.0160786	0.114051	0.192033	0.192039	0.190975	0.179369	0.148228	0.117914	0.0847645	0.0516645	0.0358483	0.192033	0.369769	0.370023	0.381411	0.261232	0.106913	0.0508241	0.0241525	0.0128476	0.00681551	0.247157	0.247006	0.236313	0.156311	0.0693357	0.0323769	0.0137807	0.00741672	0.00394504	0.247157	0.369769	0.0725493	0.0725493	0.0725493	0.0714244	0.0590634	0.0414074	0.0184583	0.00839004	0.00432364	0.0725493	0.154669	0.181518	0.183646	0.110871	0.0547665	0.0311828	0.0163552	0.012281	0.0114383	0.153764	0.018905	0.0177979	0.0146264	0.00240196	0.000863968	0.000863968	0	0	0	0.0188549
human_flps2_strict_filtered_0.4_sorted.bed	0.0267938	0.0543191	0.0730682	0.0698878	0.0538408	0.0463351	0.0299062	0.0157401	0.00228252	0.0259253	0.0264736	0.0587475	0.085806	0.0849075	0.062875	0.0524743	0.0300969	0.0147336	0.00200947	0.025483	0.316427	0.316437	0.313868	0.333651	0.215437	0.0563641	0.00849893	0.00112217	0.000299554	0.316427	0.0269904	0.09152	0.215044	0.425162	0.221085	0.108085	0.0527051	0.0249746	0.0116709	0.0253136	0.0436113	0.187907	0.347861	1	0.470022	0.281563	0.165631	0.0921494	0.0531313	0.0376681	0.0271796	0.0908501	0.209073	0.401741	0.193005	0.0860312	0.0417815	0.0170924	0.00755243	0.0255652	0.044992	0.184965	0.32352	0.859688	0.430881	0.263502	0.150763	0.0845882	0.045962	0.0398126	0.23552	0.235576	0.237018	0.244079	0.235858	0.210851	0.175417	0.12024	0.0815538	0.23552	0.207311	0.207697	0.236659	0.342698	0.24392	0.131978	0.0643943	0.0347768	0.0184394	0.334146	0.334045	0.328512	0.307758	0.177466	0.0886126	0.038309	0.020717	0.0109297	0.334146	0.207311	0.180457	0.180457	0.180457	0.178402	0.153413	0.11176	0.0508581	0.0233305	0.0120523	0.180457	0.106622	0.142737	0.171277	0.1946	0.138235	0.0851561	0.0454279	0.0342072	0.0318115	0.105581	0.00853239	0.00723462	0.00669925	0.0048094	0.00248366	0.00248366	0	0	0	0.00847247
human_flps2_strict_filtered_0.5_sorted.bed	0.0180375	0.0462794	0.0825668	0.0958019	0.0978619	0.0908896	0.0586385	0.0310622	0.00445072	0.0172905	0.0174528	0.0475259	0.0927725	0.111984	0.112683	0.101715	0.0581109	0.0286168	0.00421808	0.0166954	0.206017	0.206099	0.20544	0.245885	0.275758	0.107141	0.0171822	0.00229807	0.000637318	0.206017	0.0126648	0.0440717	0.115898	0.282261	0.44406	0.226376	0.111885	0.0531205	0.0248296	0.0118921	0.0204983	0.0883203	0.163502	0.470022	1	0.599043	0.352391	0.196053	0.11304	0.0177048	0.0127527	0.0433318	0.110585	0.254858	0.382167	0.179484	0.0879994	0.0361353	0.0158694	0.0120023	0.0211093	0.0874109	0.154076	0.427463	0.878456	0.548826	0.316679	0.178662	0.0972575	0.0186654	0.204664	0.204738	0.207208	0.223253	0.25136	0.260582	0.24908	0.197907	0.135931	0.204664	0.106919	0.107185	0.125395	0.223233	0.360835	0.246792	0.126641	0.0697654	0.0378896	0.244481	0.244406	0.24634	0.278948	0.285705	0.172233	0.0769274	0.0419304	0.0225388	0.244481	0.106919	0.252296	0.252296	0.252296	0.251448	0.244293	0.200145	0.0974006	0.0465739	0.0242087	0.252296	0.0632658	0.091246	0.118711	0.16965	0.19214	0.155742	0.0879837	0.0670392	0.062813	0.0625247	0.00616631	0.00550934	0.00576083	0.00523489	0.00528413	0.00528413	0	0	0	0.00609933
human_flps2_strict_filtered_0.6_sorted.bed	0.0137823	0.0419068	0.0896794	0.119807	0.13008	0.129008	0.0824628	0.0468617	0.00699338	0.0131234	0.0129178	0.0402886	0.0942894	0.130568	0.145258	0.140135	0.0818476	0.0437227	0.00702652	0.0123059	0.128808	0.128868	0.128409	0.155819	0.229566	0.148167	0.0271176	0.00383497	0.00106389	0.128808	0.00758235	0.0264872	0.071062	0.182983	0.320154	0.369518	0.185024	0.0886449	0.0414467	0.00711935	0.0122793	0.0529077	0.0979449	0.281563	0.599043	1	0.588257	0.327278	0.188701	0.010606	0.00762476	0.0259588	0.0675001	0.16361	0.284263	0.287972	0.14473	0.0602693	0.0264833	0.00718121	0.012644	0.0527246	0.0932491	0.262455	0.552848	0.890413	0.521441	0.296236	0.161401	0.011182	0.162937	0.163008	0.165367	0.182424	0.215909	0.248415	0.271163	0.250079	0.177281	0.162937	0.0639166	0.0640881	0.0755439	0.141053	0.291027	0.352319	0.20017	0.112686	0.0619578	0.156137	0.156125	0.15957	0.194671	0.25291	0.247605	0.120852	0.0676591	0.0368264	0.156137	0.0639166	0.244357	0.244357	0.244357	0.244196	0.25159	0.247491	0.141231	0.0722327	0.038648	0.244357	0.0399229	0.0600656	0.0810707	0.126856	0.1772	0.194029	0.123129	0.0980338	0.092348	0.039421	0.00427798	0.00687328	0.00774586	0.00845728	0.00859005	0.00859005	0	0	0	0.0042203
human_flps2_strict_filtered_0.7_sorted.bed	0.00836897	0.0272189	0.0673698	0.102359	0.116302	0.118751	0.116755	0.0707513	0.011138	0.00796161	0.00777367	0.0256698	0.0689408	0.107178	0.125425	0.1249	0.115063	0.0656663	0.0109232	0.00737745	0.0742547	0.0742838	0.0738039	0.0879297	0.11774	0.119253	0.0436339	0.00651548	0.00180853	0.0742547	0.00445207	0.0154177	0.0409275	0.108454	0.197674	0.266977	0.31176	0.150574	0.0704264	0.00418295	0.0072234	0.0311233	0.0576168	0.165631	0.352391	0.588257	1	0.556352	0.32078	0.00623903	0.00447304	0.0150875	0.0387737	0.0969051	0.177775	0.224602	0.231301	0.101721	0.0449723	0.00421521	0.0073512	0.0303107	0.0535953	0.151089	0.319707	0.518965	0.86573	0.497148	0.273383	0.00651328	0.116908	0.116961	0.118765	0.132446	0.159904	0.189952	0.265407	0.294378	0.220769	0.116908	0.0370454	0.0371464	0.0435666	0.0819354	0.185141	0.277463	0.314269	0.187412	0.104373	0.090748	0.0907058	0.0926593	0.11496	0.164078	0.197539	0.194156	0.113457	0.062436	0.090748	0.0370454	0.175313	0.175313	0.175313	0.175643	0.183473	0.195485	0.198872	0.11483	0.0628633	0.175313	0.0216734	0.0333929	0.0462169	0.0772968	0.121366	0.154156	0.168077	0.146728	0.138894	0.0213887	0.000925666	0.000666377	0	0	0	0	0	0	0	0.000911036
human_flps2_strict_filtered_0.8_sorted.bed	0.00601284	0.0214667	0.0609	0.108566	0.132608	0.140207	0.148893	0.100813	0.0172238	0.00571978	0.00537736	0.019211	0.058345	0.104802	0.132718	0.137067	0.142627	0.0945045	0.0179771	0.00509115	0.0424436	0.0424687	0.0422241	0.050453	0.0737459	0.110774	0.0623868	0.0116981	0.00325063	0.0424436	0.00246954	0.00869053	0.0232446	0.0646758	0.128883	0.192871	0.239272	0.270325	0.126563	0.00232266	0.00401875	0.0173155	0.0320552	0.0921494	0.196053	0.327278	0.556352	1	0.576578	0.00347109	0.00247738	0.00842779	0.0217956	0.0571953	0.120542	0.170609	0.197939	0.182227	0.0807504	0.00233856	0.0040974	0.0169821	0.0300459	0.0850896	0.181773	0.298456	0.50598	0.880539	0.487132	0.00363128	0.077459	0.0774952	0.0788274	0.0884178	0.108497	0.132907	0.196418	0.303318	0.255405	0.077459	0.0209959	0.021046	0.0249844	0.0481278	0.12181	0.205054	0.2932	0.320006	0.184108	0.0549684	0.05496	0.0569114	0.0737041	0.122116	0.172638	0.21461	0.196238	0.110475	0.0549684	0.0209959	0.124019	0.124019	0.124019	0.124697	0.13489	0.153066	0.19775	0.18872	0.108982	0.124019	0.0145649	0.0228645	0.0323486	0.0588289	0.103462	0.147641	0.197748	0.206065	0.202091	0.0143669	0.000845783	0.000812438	0	0	0	0	0	0	0	0.000830737
human_flps2_strict_filtered_0.9_sorted.bed	0.0036366	0.0133557	0.0409952	0.0809526	0.104703	0.113712	0.126606	0.090738	0.0204324	0.00345939	0.00320159	0.0116587	0.0377452	0.0736534	0.0993838	0.105987	0.119691	0.0871764	0.0277954	0.00303079	0.0222211	0.0222343	0.0219675	0.0254931	0.0386198	0.0717643	0.0545478	0.018876	0.00563762	0.0222211	0.00141648	0.0048111	0.0126152	0.0342886	0.0699213	0.11298	0.157146	0.186427	0.219441	0.00133527	0.00231713	0.00998374	0.0184823	0.0531313	0.11304	0.188701	0.32078	0.576578	1	0.00200136	0.00142014	0.00463021	0.0117212	0.0297172	0.0654609	0.10189	0.134017	0.138447	0.138597	0.00134307	0.00229744	0.00929015	0.0163671	0.0462261	0.098678	0.162215	0.27766	0.486122	0.837539	0.00204529	0.047025	0.0470471	0.0478805	0.0536515	0.0660101	0.081256	0.123036	0.196209	0.241143	0.047025	0.0112111	0.011223	0.0131015	0.0247375	0.0648641	0.117333	0.188108	0.254976	0.304856	0.0280642	0.0280804	0.028827	0.0378081	0.0675945	0.107162	0.15467	0.176754	0.183978	0.0280642	0.0112111	0.0682914	0.0682914	0.0682914	0.0687614	0.0763604	0.0917448	0.136566	0.167197	0.174113	0.0682914	0.00969613	0.0153415	0.022041	0.0415587	0.078857	0.122233	0.183571	0.21271	0.218401	0.00956197	0.000467717	0.000432871	0	0	0	0	0	0	0	0.000458805
human_flps2_strict_processed_sorted.bed	0.0772881	0.0224797	0.00798735	0.00360651	0.00228754	0.00193105	0.0012659	0.000644883	0.0000886984	0.0795852	0.091876	0.0275814	0.0094836	0.00440602	0.00270013	0.00219113	0.00127918	0.000605462	0.0000795572	0.0948237	0.0621005	0.062065	0.0607647	0.0438181	0.0135771	0.00262276	0.000376074	0.0000492769	0.0000112837	0.0621005	0.662163	0.221744	0.076536	0.0237793	0.00919323	0.00424997	0.00202916	0.000946542	0.000440635	0.672838	0.863724	0.200462	0.108285	0.0376681	0.0177048	0.010606	0.00623903	0.00347109	0.00200136	1	0.665353	0.229257	0.0798871	0.0258208	0.00800765	0.00345945	0.00165665	0.000658879	0.000287948	0.675768	0.761253	0.186119	0.105337	0.0367836	0.0170352	0.010265	0.00584967	0.00324069	0.00174882	0.858383	0.0375149	0.0374977	0.036789	0.0323865	0.0249574	0.0191795	0.0117128	0.00655405	0.00476984	0.0375149	0.123532	0.123037	0.0987465	0.0432907	0.013776	0.00610729	0.00280881	0.00144472	0.000754005	0.0317819	0.0317624	0.0297372	0.0189203	0.00808803	0.00369755	0.00155441	0.000822279	0.000431065	0.0317819	0.123532	0.00821844	0.00821844	0.00821844	0.00809021	0.00668012	0.00464808	0.00206245	0.000926545	0.000470344	0.00821844	0.0581932	0.0357381	0.0249115	0.0127785	0.00607637	0.00342064	0.00178239	0.00133462	0.00124249	0.0589391	0.0180092	0.0042536	0.0016957	0.000260096	0.0000935547	0.0000935547	0	0	0	0.0184006
human_flps_filtered_0.1_sorted.bed	0.0820629	0.0212098	0.00638698	0.00265629	0.00166976	0.00140744	0.000924415	0.000469562	0.0000643137	0.085191	0.0982769	0.0262463	0.00764196	0.00327111	0.00197579	0.00159944	0.000934253	0.00044046	0.0000576855	0.102227	0.0503696	0.0503403	0.0492857	0.0351182	0.0104883	0.00195958	0.000274757	0.0000357298	0.00000818161	0.0503696	0.930597	0.228637	0.0688714	0.0196024	0.0069506	0.00314295	0.00148532	0.000686632	0.000317425	0.893832	0.622771	0.144643	0.0781879	0.0271796	0.0127527	0.00762476	0.00447304	0.00247738	0.00142014	0.665353	1	0.239413	0.0732001	0.0220109	0.00604662	0.00258311	0.00122693	0.000481161	0.000209615	0.938537	0.590148	0.137924	0.0774528	0.0269823	0.0124338	0.00746525	0.0042455	0.00232932	0.00125601	0.626582	0.0285542	0.0285407	0.0280106	0.0246153	0.0189505	0.0145136	0.00879712	0.0048745	0.00357899	0.0285542	0.104555	0.104088	0.082324	0.035016	0.0106057	0.00458591	0.00207922	0.00104672	0.000545784	0.0236437	0.0236297	0.0220946	0.0140171	0.00595078	0.00271451	0.00113631	0.000598086	0.000313179	0.0236437	0.104555	0.00601578	0.00601578	0.00601578	0.00592122	0.00489036	0.00339834	0.0015051	0.000673895	0.000341763	0.00601578	0.0440018	0.0274646	0.0187471	0.00939958	0.00443255	0.00248555	0.00129425	0.000967812	0.000900909	0.0444397	0.0130788	0.00309658	0.00122952	0.000188591	0.0000678349	0.0000678349	0	0	0	0.0133037
human_flps_filtered_0.2_sorted.bed	0.0642041	0.0444959	0.0220355	0.010414	0.00655674	0.00552197	0.00355509	0.00181786	0.000259112	0.0650081	0.0723858	0.0548723	0.0261887	0.0126738	0.00769705	0.00622657	0.00357837	0.00169979	0.000230129	0.0727198	0.144199	0.144169	0.141136	0.104145	0.0339275	0.00704804	0.00101815	0.00014448	0.0000341736	0.144199	0.233191	0.816368	0.273945	0.0799038	0.0286166	0.0129039	0.00613607	0.00282328	0.00128772	0.219692	0.24575	0.360721	0.237553	0.0908501	0.0433318	0.0259588	0.0150875	0.00842779	0.00463021	0.229257	0.239413	1	0.305749	0.0919371	0.0252561	0.0107894	0.00512475	0.00200976	0.000875537	0.224698	0.248744	0.356347	0.239096	0.091293	0.0429948	0.025903	0.0148193	0.00819576	0.00431849	0.234568	0.0783237	0.0783051	0.0771491	0.0687936	0.0534328	0.0408612	0.0266758	0.0154895	0.0108767	0.0783237	0.251296	0.250654	0.213757	0.103718	0.0350298	0.0156385	0.00716231	0.00372714	0.00196498	0.0854424	0.0853867	0.0803024	0.0510219	0.0220245	0.0102506	0.00433173	0.00234811	0.00123535	0.0854424	0.251296	0.0234102	0.0234102	0.0234102	0.0230283	0.0189509	0.0132084	0.00583104	0.0026929	0.00136556	0.0234102	0.0865576	0.0895775	0.0681738	0.0359135	0.0173003	0.00986195	0.00515416	0.00386309	0.00359715	0.0863701	0.0140801	0.0126415	0.00513556	0.000787724	0.000283338	0.000283338	0	0	0	0.0140641
human_flps_filtered_0.3_sorted.bed	0.0464642	0.0590636	0.0535397	0.0295935	0.0188141	0.015849	0.00982082	0.00506104	0.000717196	0.0460077	0.0485755	0.068183	0.0644531	0.0353306	0.021914	0.0177335	0.00979092	0.00466399	0.000687531	0.0477116	0.24291	0.242869	0.239573	0.197701	0.081746	0.0197537	0.00276883	0.000376298	0.00011177	0.24291	0.0714387	0.278761	0.823744	0.253686	0.0923141	0.041643	0.0197539	0.0091201	0.00410756	0.0672109	0.0884038	0.258066	0.369804	0.209073	0.110585	0.0675001	0.0387737	0.0217956	0.0117212	0.0798871	0.0732001	0.305749	1	0.300695	0.082604	0.0352883	0.0167613	0.00657323	0.00286359	0.068701	0.0917697	0.267723	0.371493	0.210297	0.111038	0.0679292	0.0385945	0.0215234	0.0112747	0.0840953	0.130619	0.130632	0.13006	0.123309	0.102959	0.0819066	0.0585208	0.0362183	0.024446	0.130619	0.273407	0.273384	0.280968	0.198631	0.0854228	0.0413825	0.0182954	0.00941836	0.00509098	0.189229	0.189076	0.18198	0.126781	0.0598833	0.0292702	0.0119993	0.00634947	0.00346062	0.189229	0.273407	0.0647107	0.0647107	0.0647107	0.063742	0.0528687	0.0373309	0.0162862	0.00740174	0.00380964	0.0647107	0.118575	0.140495	0.144987	0.0926207	0.0479161	0.028488	0.0145446	0.0107332	0.00998687	0.11788	0.0156827	0.0154865	0.0150102	0.00257638	0.000926704	0.000926704	0	0	0	0.0156306
human_flps_filtered_0.4_sorted.bed	0.0234193	0.0504705	0.0710204	0.0698587	0.0561541	0.0488045	0.0297792	0.0158887	0.00228054	0.0226297	0.0227887	0.0524017	0.081455	0.0827075	0.0643653	0.0539787	0.0295594	0.0147586	0.00228594	0.0219192	0.223296	0.223302	0.221962	0.239513	0.179725	0.0592816	0.00899258	0.0012511	0.000371705	0.223296	0.0215139	0.0860089	0.274292	0.765118	0.295092	0.133948	0.0643837	0.0300676	0.0134138	0.0202203	0.0290528	0.103361	0.178116	0.401741	0.254858	0.16361	0.0969051	0.0571953	0.0297172	0.0258208	0.0220109	0.0919371	0.300695	1	0.27471	0.117356	0.0557419	0.0218601	0.00952323	0.0206581	0.030399	0.108432	0.179819	0.410263	0.261896	0.166881	0.0984577	0.0577973	0.0296803	0.0274422	0.150336	0.150376	0.151412	0.156468	0.154322	0.142087	0.117163	0.0817524	0.052632	0.150336	0.14836	0.148684	0.170381	0.249256	0.188215	0.107785	0.0492711	0.0262067	0.014247	0.252713	0.252562	0.249891	0.248909	0.161197	0.0874475	0.0368965	0.0198634	0.0106901	0.252713	0.14836	0.164649	0.164649	0.164649	0.163328	0.143375	0.109679	0.049234	0.0232305	0.0119841	0.164649	0.082882	0.113828	0.139485	0.164504	0.126536	0.0836357	0.0439944	0.0324275	0.0302703	0.0820422	0.00635158	0.0057833	0.0061696	0.00465879	0.00308187	0.00308187	0	0	0	0.00630042
human_flps_filtered_0.5_sorted.bed	0.013034	0.0440163	0.105304	0.153787	0.166169	0.156559	0.0961357	0.0531945	0.00790872	0.0123932	0.012396	0.0426256	0.111195	0.166934	0.18677	0.169024	0.0936836	0.0496481	0.00831395	0.0117511	0.103966	0.104027	0.104752	0.133893	0.25258	0.18162	0.0318912	0.00454973	0.00135306	0.103966	0.00596392	0.0249311	0.0820997	0.282758	0.751969	0.388722	0.194908	0.0959691	0.0440217	0.00559066	0.00919869	0.0377205	0.0691777	0.193005	0.382167	0.284263	0.177775	0.120542	0.0654609	0.00800765	0.00604662	0.0252561	0.082604	0.27471	1	0.427199	0.202912	0.0795752	0.0346664	0.00567498	0.00974102	0.0398767	0.0704607	0.196529	0.400197	0.293654	0.183887	0.123635	0.0671308	0.00863744	0.10851	0.108557	0.110344	0.122272	0.144213	0.159246	0.154266	0.134575	0.0838415	0.10851	0.052133	0.0523532	0.0638222	0.128914	0.264911	0.223755	0.110185	0.065184	0.0374798	0.201473	0.201402	0.209146	0.274989	0.365715	0.265175	0.119679	0.065668	0.0353001	0.201473	0.052133	0.333162	0.333162	0.333162	0.333456	0.343567	0.305521	0.153593	0.076664	0.038972	0.333162	0.051645	0.0797955	0.110974	0.186763	0.264104	0.240288	0.13813	0.10356	0.0971657	0.0509675	0.00391177	0.00764709	0.00941065	0.010999	0.0112186	0.0112186	0	0	0	0.0038546
